order_id,customer_id,order_date,order_value
8156,1083,2023-07-29,76781
8157,1030,2023-10-08,30520
8158,1022,2023-09-10,43178
8159,1003,2023-01-19,61894
8160,1101,2023-07-19,69445
8161,1105,2023-08-08,56914
8162,1176,2023-05-16,55316
8163,1002,2023-08-11,56418
8164,1054,2023-01-03,63194
8165,1006,2023-08-24,29955
8166,1107,2023-12-08,39235
8167,1168,2023-08-16,12609
8168,1123,2023-05-22,46302
8169,1002,2023-01-09,68520
8170,1111,2023-07-09,35122
8171,1002,2023-12-16,3097
8172,1093,2023-06-14,41097
8173,1183,2023-05-19,41454
8174,1200,2023-10-03,70019
8175,1101,2023-10-18,56615
8176,1188,2023-02-22,43651
8177,1097,2023-06-24,17540
8178,1111,2023-04-20,45272
8179,1006,2023-07-22,64332
8180,1127,2023-05-16,28416
8181,1104,2023-01-04,45371
8182,1147,2023-06-04,26872
8183,1155,2023-06-21,62207
8184,1001,2023-12-24,39580
8185,1033,2023-02-16,43222
8186,1040,2023-04-04,29548
8187,1032,2023-02-17,10277
8188,1197,2023-08-28,55211
8189,1017,2023-12-13,36831
8190,1126,2023-08-01,21468
8191,1008,2023-12-06,54469
8192,1057,2023-11-20,11792
8193,1042,2023-05-19,41294
8194,1098,2023-07-24,79959
8195,1137,2023-03-14,50692
8196,1120,2023-01-04,28203
8197,1087,2023-03-17,69665
8198,1163,2023-11-25,68150
8199,1199,2023-03-18,57016
8200,1181,2023-10-31,22757
8201,1054,2023-09-13,52172
8202,1084,2023-04-12,63808
8203,1025,2023-04-16,78083
8204,1067,2023-11-29,22613
8205,1190,2023-02-08,1194
8206,1183,2023-11-10,16088
8207,1174,2023-10-02,62256
8208,1152,2023-03-29,64585
8209,1046,2023-07-30,61642
8210,1022,2023-03-18,64873
8211,1139,2023-03-18,7204
8212,1176,2023-01-28,40636
8213,1008,2023-09-02,68007
8214,1039,2023-03-07,47861
8215,1163,2023-09-23,59347
8216,1049,2023-07-24,11941
8217,1046,2023-02-27,15177
8218,1038,2023-07-20,28318
8219,1136,2023-08-13,2368
8220,1054,2023-05-22,67764
8221,1165,2023-03-25,73668
8222,1092,2023-05-23,12543
8223,1040,2023-12-18,72439
8224,1034,2023-02-02,16232
8225,1096,2023-06-01,55744
8226,1079,2023-06-07,19026
8227,1127,2023-05-21,9840
8228,1017,2023-09-08,22894
8229,1161,2023-10-30,4602
8230,1175,2023-04-22,19659
8231,1110,2023-05-24,65592
8232,1052,2023-07-28,6712
8233,1118,2023-08-12,37905
8234,1009,2023-02-12,77561
8235,1033,2023-09-21,55686
8236,1188,2023-09-01,44739
8237,1113,2023-01-03,11032
8238,1149,2023-05-05,79554
8239,1186,2023-09-25,72512
8240,1085,2023-03-25,67040
8241,1197,2023-01-16,3771
8242,1010,2023-11-30,45982
8243,1006,2023-02-28,709
8244,1115,2023-06-26,6039
8245,1121,2023-03-04,20477
8246,1141,2023-02-18,74642
8247,1065,2023-11-03,69184
8248,1020,2023-09-03,6107
8249,1057,2023-10-16,52439
8250,1046,2023-10-13,19094
8251,1136,2023-11-28,58882
8252,1010,2023-01-15,7899
8253,1113,2023-12-04,25617
8254,1195,2023-09-12,34117
8255,1139,2023-04-02,7998
8256,1012,2023-10-06,51124
8257,1138,2023-07-25,10128
8258,1153,2023-04-04,829
8259,1177,2023-08-13,39119
8260,1177,2023-10-28,7532
8261,1011,2023-11-14,48594
8262,1190,2023-07-18,38534
8263,1118,2023-09-28,55764
8264,1164,2023-08-22,48350
8265,1039,2023-02-15,5222
8266,1053,2023-03-05,18272
8267,1056,2023-08-18,42179
8268,1104,2023-09-06,69271
8269,1129,2023-09-03,5076
8270,1056,2023-03-16,27207
8271,1118,2023-06-06,42132
8272,1132,2023-08-11,41976
8273,1030,2023-07-09,30785
8274,1012,2023-02-21,24654
8275,1035,2023-03-29,20554
8276,1077,2023-11-09,17665
8277,1180,2023-12-05,14939
8278,1159,2023-03-07,45018
8279,1102,2023-05-30,27462
8280,1087,2023-01-20,54434
8281,1196,2023-02-02,38263
8282,1052,2023-11-24,64594
8283,1080,2023-10-08,19964
8284,1135,2023-02-15,42536
8285,1022,2023-03-14,33770
8286,1075,2023-12-20,42799
8287,1184,2023-11-09,32041
8288,1058,2023-12-09,74045
8289,1093,2023-05-13,77578
8290,1192,2023-02-24,30265
8291,1103,2023-03-02,24269
8292,1140,2023-12-11,20656
8293,1007,2023-01-08,50981
8294,1128,2023-09-29,13935
8295,1055,2023-09-03,70150
8296,1106,2023-06-25,46836
8297,1062,2023-04-26,36635
8298,1090,2023-11-13,74131
8299,1098,2023-09-28,38409
8300,1077,2023-07-12,69987
8301,1183,2023-05-30,21968
8302,1119,2023-05-11,48155
8303,1036,2023-04-12,34841
8304,1089,2023-11-06,64682
8305,1152,2023-09-27,52286
8306,1172,2023-10-19,68804
8307,1145,2023-07-29,47014
8308,1130,2023-12-27,34479
8309,1141,2023-12-04,55607
8310,1159,2023-03-08,1660
8311,1093,2023-01-10,73077
8312,1114,2023-02-18,11346
8313,1028,2023-04-21,20424
8314,1188,2023-11-17,14382
8315,1155,2023-08-07,1595
8316,1143,2023-02-26,41483
8317,1033,2023-10-10,14623
8318,1020,2023-04-23,67115
8319,1170,2023-05-13,45778
8320,1140,2023-03-12,52499
8321,1101,2023-03-24,31653
8322,1023,2023-02-26,18844
8323,1200,2023-12-15,38156
8324,1112,2023-09-28,71015
8325,1014,2023-04-21,1712
8326,1091,2023-12-23,9501
8327,1153,2023-03-17,79284
8328,1077,2023-06-07,36927
8329,1085,2023-01-20,31868
8330,1109,2023-05-11,71319
8331,1031,2023-11-25,61660
8332,1122,2023-05-02,26354
8333,1107,2023-02-10,11215
8334,1054,2023-06-16,59284
8335,1133,2023-05-10,27297
8336,1141,2023-01-23,48073
8337,1156,2023-10-06,76620
8338,1043,2023-09-08,15280
8339,1089,2023-01-09,38405
8340,1115,2023-01-13,22073
8341,1099,2023-11-03,33859
8342,1047,2023-11-16,66562
8343,1071,2023-02-21,73891
8344,1166,2023-07-28,43963
8345,1067,2023-02-07,17071
8346,1062,2023-04-10,19642
8347,1109,2023-07-12,25604
8348,1167,2023-07-10,9125
8349,1037,2023-02-20,39699
8350,1119,2023-05-21,16426
8351,1086,2023-06-17,31718
8352,1126,2023-11-07,44972
8353,1136,2023-04-19,21066
8354,1052,2023-07-26,56625
8355,1091,2023-10-27,33705
8356,1033,2023-04-20,30217
8357,1081,2023-07-15,50484
8358,1042,2023-06-01,25635
8359,1112,2023-08-31,28664
8360,1126,2023-05-08,74989
8361,1155,2023-04-15,39062
8362,1136,2023-01-10,69610
8363,1151,2023-12-22,20669
8364,1106,2023-05-28,60358
8365,1125,2023-12-31,22104
8366,1113,2023-12-30,1184
8367,1064,2023-05-20,8507
8368,1123,2023-07-09,42287
8369,1114,2023-04-04,50082
8370,1020,2023-08-17,75291
8371,1016,2023-03-04,6282
8372,1145,2023-12-06,67270
8373,1019,2023-01-25,58145
8374,1120,2023-09-25,32496
8375,1136,2023-10-08,29704
8376,1166,2023-01-11,17652
8377,1038,2023-11-16,55686
8378,1181,2023-07-20,20189
8379,1093,2023-05-06,51190
8380,1105,2023-11-02,57820
8381,1100,2023-07-09,64726
8382,1090,2023-03-30,56591
8383,1159,2023-12-21,79801
8384,1044,2023-04-26,22442
8385,1188,2023-12-18,39212
8386,1076,2023-06-26,65777
8387,1145,2023-01-14,50132
8388,1079,2023-09-14,38531
8389,1073,2023-07-28,20978
8390,1167,2023-10-08,23051
8391,1170,2023-11-24,48568
8392,1176,2023-11-21,36061
8393,1140,2023-04-15,3392
8394,1096,2023-05-27,24895
8395,1089,2023-10-06,19256
8396,1103,2023-01-09,35151
8397,1146,2023-04-28,66833
8398,1006,2023-04-04,74245
8399,1122,2023-05-24,49806
8400,1171,2023-10-16,21846
8401,1116,2023-01-14,28524
8402,1163,2023-09-14,41318
8403,1182,2023-12-12,6447
8404,1062,2023-07-05,75653
8405,1197,2023-12-11,67928
8406,1144,2023-07-26,30254
8407,1136,2023-12-12,63855
8408,1089,2023-06-21,58741
8409,1096,2023-09-27,69460
8410,1126,2023-08-09,13918
8411,1090,2023-06-01,55684
8412,1086,2023-04-21,5333
8413,1159,2023-07-02,75930
8414,1138,2023-12-05,42333
8415,1184,2023-03-13,1065
8416,1121,2023-10-10,40680
8417,1076,2023-03-15,18902
8418,1092,2023-12-21,43345
8419,1070,2023-08-03,76351
8420,1148,2023-11-24,13334
8421,1133,2023-01-23,68350
8422,1023,2023-03-09,37680
8423,1137,2023-12-28,4383
8424,1058,2023-04-03,76087
8425,1187,2023-11-17,12195
8426,1182,2023-11-20,23623
8427,1046,2023-03-04,58981
8428,1022,2023-08-12,73938
8429,1192,2023-08-13,18073
8430,1008,2023-12-12,56994
8431,1123,2023-12-03,12788
8432,1020,2023-04-13,47478
8433,1179,2023-08-03,72920
8434,1078,2023-07-11,76595
8435,1039,2023-06-09,55172
8436,1037,2023-07-26,62321
8437,1178,2023-09-26,69724
8438,1162,2023-07-13,55296
8439,1075,2023-06-01,45206
8440,1118,2023-08-25,4523
8441,1104,2023-03-29,37235
8442,1161,2023-01-11,73459
8443,1031,2023-07-06,39718
8444,1123,2023-08-02,12713
8445,1054,2023-01-15,28960
8446,1172,2023-09-23,65180
8447,1034,2023-10-24,31517
8448,1199,2023-03-14,31490
8449,1122,2023-02-21,20015
8450,1113,2023-05-08,30491
8451,1062,2023-01-28,8134
8452,1023,2023-03-06,77534
8453,1046,2023-01-17,76952
8454,1056,2023-12-17,29877
8455,1135,2023-05-18,33501
8456,1118,2023-11-15,1891
8457,1189,2023-08-17,65706
8458,1131,2023-09-11,42715
8459,1166,2023-07-29,27614
8460,1162,2023-10-21,12382
8461,1113,2023-08-19,17773
8462,1044,2023-08-29,46147
8463,1128,2023-03-11,65392
8464,1108,2023-04-14,43179
8465,1158,2023-07-23,927
8466,1017,2023-02-22,66767
8467,1059,2023-11-26,1299
8468,1138,2023-02-23,56159
8469,1099,2023-10-03,7525
8470,1084,2023-12-01,14981
8471,1146,2023-01-31,25911
8472,1045,2023-05-15,15461
8473,1108,2023-02-27,22267
8474,1187,2023-04-15,52190
8475,1062,2023-09-23,53370
8476,1059,2023-01-10,36635
8477,1177,2023-09-10,65014
8478,1191,2023-10-22,79298
8479,1160,2023-06-05,71265
8480,1138,2023-06-07,24272
8481,1011,2023-02-06,19299
8482,1102,2023-04-29,24055
8483,1070,2023-03-08,19833
8484,1123,2023-08-30,4761
8485,1190,2023-10-26,69502
8486,1175,2023-08-01,47053
8487,1034,2023-11-04,3588
8488,1101,2023-04-11,46283
8489,1145,2023-02-25,1615
8490,1104,2023-11-28,70614
8491,1182,2023-11-20,68626
8492,1040,2023-08-27,73408
8493,1019,2023-08-19,69609
8494,1067,2023-12-28,3478
8495,1082,2023-04-02,9922
8496,1181,2023-10-06,44126
8497,1064,2023-04-19,56674
8498,1083,2023-11-13,38243
8499,1047,2023-06-17,70961
8500,1006,2023-10-27,57699
8501,1016,2023-08-06,29930
8502,1200,2023-08-10,29334
8503,1146,2023-06-10,24935
8504,1180,2023-01-16,56297
8505,1176,2023-10-05,44054
8506,1171,2023-02-26,55055
8507,1039,2023-03-03,15216
8508,1177,2023-12-29,60761
8509,1113,2023-11-23,28028
8510,1140,2023-08-30,2495
8511,1138,2023-03-31,22914
8512,1071,2023-03-13,14344
8513,1110,2023-11-22,37159
8514,1055,2023-01-30,16022
8515,1129,2023-12-25,74534
8516,1049,2023-10-15,42822
8517,1164,2023-03-27,68138
8518,1021,2023-08-22,9024
8519,1037,2023-08-23,31346
8520,1116,2023-11-09,74143
8521,1024,2023-12-31,60596
8522,1055,2023-09-22,48203
8523,1025,2023-10-14,24899
8524,1135,2023-11-23,75660
8525,1127,2023-09-26,49091
8526,1093,2023-07-05,21214
8527,1094,2023-05-11,36377
8528,1071,2023-10-18,78518
8529,1199,2023-10-04,59636
8530,1122,2023-11-16,33914
8531,1024,2023-12-17,79443
8532,1011,2023-06-29,45968
8533,1073,2023-10-17,72608
8534,1012,2023-06-12,47335
8535,1035,2023-09-28,63833
8536,1191,2023-04-06,42964
8537,1196,2023-09-19,23423
8538,1185,2023-12-31,62355
8539,1141,2023-12-19,67945
8540,1023,2023-10-15,68119
8541,1083,2023-03-24,46646
8542,1167,2023-08-13,60532
8543,1088,2023-08-11,17640
8544,1080,2023-04-28,3170
8545,1097,2023-07-11,37019
8546,1140,2023-03-20,45012
8547,1034,2023-03-19,58311
8548,1199,2023-05-27,15191
8549,1075,2023-04-17,34762
8550,1159,2023-09-28,55392
8551,1128,2023-09-01,26095
8552,1190,2023-03-14,57707
8553,1141,2023-12-23,33940
8554,1031,2023-12-20,9130
8555,1130,2023-01-26,31750
8556,1103,2023-07-29,78018
8557,1015,2023-04-02,74691
8558,1057,2023-05-05,65291
8559,1075,2023-03-14,64253
8560,1034,2023-05-03,61020
8561,1103,2023-11-05,4508
8562,1196,2023-07-03,44964
8563,1075,2023-07-06,996
8564,1029,2023-07-17,23712
8565,1194,2023-03-19,21137
8566,1016,2023-12-14,45727
8567,1167,2023-07-05,10384
8568,1077,2023-12-10,68759
8569,1037,2023-09-10,50310
8570,1081,2023-01-13,5261
8571,1149,2023-10-26,73666
8572,1172,2023-03-17,16875
8573,1124,2023-02-20,25718
8574,1019,2023-10-02,31065
8575,1199,2023-05-29,33475
8576,1102,2023-08-07,27573
8577,1136,2023-05-02,70226
8578,1077,2023-07-30,2383
8579,1194,2023-10-07,68922
8580,1041,2023-01-26,50129
8581,1198,2023-06-22,64670
8582,1061,2023-06-05,74989
8583,1026,2023-08-26,8881
8584,1071,2023-03-23,23738
8585,1103,2023-12-22,14295
8586,1070,2023-09-30,63499
8587,1107,2023-03-09,50407
8588,1157,2023-02-13,10138
8589,1107,2023-03-02,70967
8590,1103,2023-05-03,43123
8591,1194,2023-12-15,38992
8592,1019,2023-07-15,26911
8593,1068,2023-11-26,21034
8594,1186,2023-11-19,29681
8595,1070,2023-04-21,20496
8596,1113,2023-09-15,72589
8597,1057,2023-03-30,73166
8598,1165,2023-07-17,29905
8599,1061,2023-10-09,71825
8600,1092,2023-07-19,29430
8601,1030,2023-04-09,18029
8602,1199,2023-01-27,54046
8603,1153,2023-03-30,8442
8604,1127,2023-05-26,8048
8605,1193,2023-07-01,18796
8606,1115,2023-09-14,51516
8607,1006,2023-07-08,796
8608,1018,2023-08-28,68445
8609,1010,2023-12-25,60480
8610,1092,2023-07-15,57282
8611,1139,2023-10-24,34729
8612,1193,2023-06-14,53944
8613,1077,2023-11-03,35536
8614,1101,2023-09-28,39822
8615,1084,2023-01-08,27667
8616,1193,2023-02-07,52167
8617,1052,2023-04-24,51968
8618,1195,2023-12-05,73394
8619,1031,2023-02-25,53584
8620,1145,2023-12-25,63638
8621,1183,2023-05-18,23088
8622,1110,2023-04-12,63401
8623,1093,2023-11-30,18171
8624,1164,2023-06-26,32145
8625,1154,2023-06-18,8137
8626,1053,2023-12-05,1160
8627,1145,2023-10-13,7422
8628,1086,2023-09-18,45221
8629,1153,2023-08-11,57756
8630,1002,2023-07-18,70006
8631,1086,2023-07-30,69443
8632,1133,2023-10-14,28343
8633,1004,2023-06-29,9546
8634,1164,2023-09-07,64485
8635,1006,2023-08-19,30846
8636,1149,2023-01-23,54026
8637,1118,2023-02-17,73643
8638,1089,2023-04-19,37287
8639,1154,2023-10-23,34083
8640,1183,2023-01-06,13063
8641,1167,2023-02-07,46560
8642,1161,2023-06-18,34190
8643,1014,2023-12-22,15425
8644,1056,2023-10-10,20608
8645,1081,2023-07-22,77015
8646,1149,2023-11-21,68758
8647,1046,2023-11-09,5855
8648,1144,2023-09-30,46569
8649,1016,2023-09-01,54971
8650,1120,2023-11-23,33205
8651,1084,2023-02-16,44409
8652,1157,2023-09-06,54239
8653,1008,2023-03-20,77320
8654,1088,2023-04-20,23741
8655,1131,2023-01-13,27914
8656,1019,2023-12-31,51318
8657,1097,2023-03-31,21395
8658,1066,2023-12-08,62909
8659,1079,2023-12-14,55824
8660,1086,2023-10-07,67420
8661,1124,2023-08-09,54055
8662,1150,2023-03-14,65953
8663,1046,2023-08-22,23189
8664,1113,2023-09-17,64856
8665,1091,2023-04-23,8752
8666,1141,2023-02-15,31344
8667,1033,2023-10-01,23865
8668,1133,2023-02-12,6526
8669,1077,2023-07-27,29023
8670,1155,2023-12-15,10982
8671,1121,2023-04-13,49388
8672,1128,2023-05-04,50610
8673,1078,2023-01-10,993
8674,1152,2023-11-25,56694
8675,1067,2023-07-06,40267
8676,1115,2023-01-31,30050
8677,1063,2023-06-05,14333
8678,1113,2023-03-01,3470
8679,1094,2023-09-06,49677
8680,1048,2023-09-27,67842
8681,1191,2023-08-05,71700
8682,1012,2023-01-02,62001
8683,1156,2023-01-24,29400
8684,1172,2023-07-25,14626
8685,1171,2023-11-16,71190
8686,1145,2023-07-18,79803
8687,1040,2023-12-22,48494
8688,1177,2023-04-24,67561
8689,1085,2023-10-07,17478
8690,1057,2023-06-04,56844
8691,1087,2023-06-14,47148
8692,1084,2023-08-10,1555
8693,1192,2023-04-01,76082
8694,1185,2023-06-16,45376
8695,1121,2023-07-26,39225
8696,1074,2023-10-09,5755
8697,1107,2023-03-06,75447
8698,1124,2023-01-04,53880
8699,1198,2023-06-06,53833
8700,1100,2023-09-06,42959
8701,1043,2023-09-14,36663
8702,1119,2023-08-23,34471
8703,1023,2023-11-02,65649
8704,1155,2023-03-15,19976
8705,1186,2023-07-06,69080
8706,1037,2023-03-03,69550
8707,1134,2023-12-03,76026
8708,1065,2023-06-13,8007
8709,1134,2023-02-25,70893
8710,1178,2023-04-21,12618
8711,1022,2023-08-06,51029
8712,1105,2023-08-28,69182
8713,1088,2023-01-21,54676
8714,1153,2023-05-21,4914
8715,1125,2023-09-22,62637
8716,1079,2023-05-19,4437
8717,1090,2023-03-11,37231
8718,1200,2023-04-28,39165
8719,1051,2023-07-17,75010
8720,1176,2023-07-24,18000
8721,1102,2023-08-02,2250
8722,1198,2023-02-25,65518
8723,1106,2023-10-14,4527
8724,1193,2023-10-20,6245
8725,1060,2023-06-24,62231
8726,1046,2023-12-13,28951
8727,1036,2023-05-08,71974
8728,1186,2023-11-21,62036
8729,1166,2023-10-19,12650
8730,1011,2023-10-15,13906
8731,1012,2023-08-14,20281
8732,1170,2023-03-05,57917
8733,1039,2023-02-17,18825
8734,1199,2023-07-21,69184
8735,1139,2023-12-03,73969
8736,1036,2023-03-01,9936
8737,1052,2023-09-14,18169
8738,1031,2023-03-06,72510
8739,1033,2023-08-27,77264
8740,1141,2023-10-16,2343
8741,1146,2023-02-07,66109
8742,1169,2023-01-25,51312
8743,1058,2023-02-28,16559
8744,1184,2023-12-23,41268
8745,1152,2023-10-24,25895
8746,1128,2023-06-07,20702
8747,1031,2023-02-26,13773
8748,1055,2023-02-17,49389
8749,1010,2023-11-24,73548
8750,1188,2023-02-25,46010
8751,1130,2023-03-06,71149
8752,1015,2023-09-25,3381
8753,1003,2023-03-10,46413
8754,1043,2023-08-04,65537
8755,1159,2023-03-30,62957
8756,1198,2023-10-08,35843
8757,1067,2023-09-14,62889
8758,1056,2023-06-09,78750
8759,1063,2023-08-22,9156
8760,1015,2023-05-11,6241
8761,1109,2023-02-18,17161
8762,1116,2023-05-27,29190
8763,1092,2023-11-12,33333
8764,1138,2023-01-02,71740
8765,1166,2023-11-25,78211
8766,1047,2023-05-25,57641
8767,1057,2023-03-02,78732
8768,1050,2023-09-30,39523
8769,1071,2023-02-18,40709
8770,1143,2023-11-28,14940
8771,1146,2023-05-11,8460
8772,1082,2023-02-12,22962
8773,1116,2023-02-26,18321
8774,1105,2023-02-19,58272
8775,1088,2023-06-27,27758
8776,1002,2023-10-20,63024
8777,1104,2023-02-15,22615
8778,1084,2023-06-19,46933
8779,1043,2023-09-28,79864
8780,1154,2023-12-02,70577
8781,1071,2023-05-19,41144
8782,1166,2023-09-04,63143
8783,1094,2023-05-28,13811
8784,1042,2023-08-18,31031
8785,1133,2023-10-07,15088
8786,1139,2023-05-05,49916
8787,1065,2023-07-11,12880
8788,1034,2023-03-21,43145
8789,1120,2023-04-04,18318
8790,1001,2023-08-14,31357
8791,1130,2023-03-06,22211
8792,1148,2023-03-29,5597
8793,1061,2023-03-29,28893
8794,1149,2023-07-20,22576
8795,1088,2023-08-02,58109
8796,1068,2023-07-23,29817
8797,1127,2023-03-30,58980
8798,1140,2023-03-02,7544
8799,1022,2023-09-28,71533
8800,1148,2023-04-04,55986
8801,1082,2023-11-03,55662
8802,1129,2023-01-27,79787
8803,1030,2023-08-02,30382
8804,1126,2023-03-15,54578
8805,1097,2023-03-02,59234
8806,1024,2023-07-05,44326
8807,1014,2023-01-31,44528
8808,1036,2023-08-07,51831
8809,1197,2023-01-12,33043
8810,1024,2023-10-29,29862
8811,1188,2023-02-01,27815
8812,1095,2023-06-09,28246
8813,1055,2023-08-25,10557
8814,1024,2023-08-15,43415
8815,1152,2023-06-30,21561
8816,1182,2023-11-13,51870
8817,1026,2023-02-15,34657
8818,1194,2023-12-07,11822
8819,1080,2023-03-21,70312
8820,1166,2023-05-15,78342
8821,1065,2023-09-17,34517
8822,1075,2023-11-04,57292
8823,1179,2023-09-04,28242
8824,1163,2023-06-08,65308
8825,1043,2023-07-22,18129
8826,1029,2023-04-22,8745
8827,1165,2023-10-19,44370
8828,1081,2023-11-06,65329
8829,1186,2023-04-29,11088
8830,1054,2023-01-17,942
8831,1039,2023-11-27,77839
8832,1042,2023-08-15,41221
8833,1156,2023-12-27,37645
8834,1029,2023-04-27,11099
8835,1171,2023-02-12,73094
8836,1131,2023-04-25,77930
8837,1138,2023-10-10,3439
8838,1187,2023-02-06,22649
8839,1142,2023-10-29,67067
8840,1175,2023-04-23,10708
8841,1042,2023-02-04,66598
8842,1094,2023-05-12,49992
8843,1160,2023-12-02,21451
8844,1032,2023-12-02,49420
8845,1170,2023-08-16,47266
8846,1160,2023-05-27,57514
8847,1026,2023-05-02,28851
8848,1115,2023-03-22,49886
8849,1129,2023-06-22,9808
8850,1056,2023-06-03,59752
8851,1122,2023-05-30,75645
8852,1106,2023-02-27,28564
8853,1130,2023-03-04,54379
8854,1081,2023-06-05,9220
8855,1158,2023-12-22,43440
8856,1120,2023-11-18,68975
8857,1199,2023-06-17,47613
8858,1052,2023-06-15,49426
8859,1091,2023-03-26,38703
8860,1137,2023-05-17,5892
8861,1022,2023-07-08,26405
8862,1034,2023-01-02,74008
8863,1110,2023-04-16,50885
8864,1049,2023-12-30,31153
8865,1129,2023-03-13,15299
8866,1073,2023-05-06,60603
8867,1084,2023-06-19,15552
8868,1053,2023-07-24,6544
8869,1100,2023-11-09,20371
8870,1124,2023-12-03,20734
8871,1168,2023-07-14,21881
8872,1045,2023-06-07,17774
8873,1196,2023-05-21,50392
